disease,symptom,url_x,disease_cleaned,letter,name
Gastro-oesophageal reflux disease (GORD),you have difficulty swallowing,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"acid reflux (where stomach acid comes back up into your mouth and causes an unpleasant, sour taste)",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),difficulty swallowing,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),It usually occurs as a result of the ring of muscle at the bottom of the oesophagus becoming weakened. Read more about the causes of GORD.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"oesophagitis (a sore, inflamed oesophagus)",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),You don’t necessarily need to see your GP if you only have symptoms occasionally. Ask your pharmacist for advice on treatments.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),stop smoking – smoke can irritate your digestive system and may make your symptoms worse,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"If PPIs don’t control your symptoms, a medicine known as a H2RA may be recommended for you to take alongside them on a short-term basis, or as an alternative.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),vomiting,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),24-hour pH monitoring,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),hoarseness,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Read more about the symptoms of GORD.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"Visit your GP if you’re worried about your symptoms, or if:",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"If you’re taking medication for other health conditions, check with your GP to find out whether they could be contributing to your symptoms.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),feeling or being sick,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),bloating and belching,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),you have symptoms several times a week,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),your symptoms are severe,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),This can rule out other possible causes of your symptoms and can help determine whether surgery would be suitable.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),bad breath,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),heartburn (an uncomfortable burning sensation in the chest that often occurs after eating),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),The main symptoms of gastro-oesophageal reflux disease (GORD) are heartburn and acid reflux.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"It’s not always clear what causes this ring of muscle to become weakened, but certain things can increase the risk of it happening.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),the oesophagus becoming scarred and narrowed – this can make swallowing difficult and may require an operation to correct it,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"avoid anything you think triggers your symptoms – common triggers include coffee, chocolate, tomatoes, alcohol, and fatty or spicy food",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),antacids – these neutralise the effects of stomach acid,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Endoscopic injection of bulking agents – where special filler is injected into the area between the stomach and oesophagus to make it narrower.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"Speak to your doctor if you experience any swallowing difficulties, or any other unusual or persistent symptoms.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),You may find the following measures can help reduce heartburn and other symptoms of GORD:,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),blood tests,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"GORD causes symptoms such as heartburn and an unpleasant taste in the back of the mouth. It may just be an occasional nuisance for some people, but for others it can be a severe, lifelong problem.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"Your GP will usually be able to diagnose GORD based on your symptoms, although they may refer you for some tests.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),pain when swallowing and/or difficulty swallowing,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),alginates – these produce a coating that protects the stomach and oesophagus (gullet) from stomach acid,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),unexplained weight loss,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),You can often control the symptoms of GORD by making some lifestyle changes and taking over-the-counter medication.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"try to relax – stress can make heartburn and GORD worse, so learning relaxation techniques may help if you’re often feeling stressed",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Your GP will prescribe the lowest dose that they think will control your symptoms to reduce the risk of side effects.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"raise the head of your bed by up to 20cm (8 inches) – placing a piece of wood or blocks underneath one end of your bed may reduce symptoms at night; don’t just use extra pillows, as this can put a strain on your tummy",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Laparoscopic insertion of a magnetic bead band (LINX) – where a ring of magnetic beads are implanted around the lower part of the oesophagus to strengthen it and help keep it closed when not swallowing.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),a persistent cough and/or coughing blood,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Barrett’s oesophagus doesn’t usually cause noticeable symptoms other than those caused by GORD.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),persistent indigestion,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),A number of different medications can be used to treat symptoms of GORD.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"It usually causes an unpleasant, sour taste at the back of your mouth.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),Endoscopic radiofrequency ablation – where a tiny balloon is passed down to the bottom of the oesophagus and electrodes attached to it are used to heat it and make it narrower.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Gastro-oesophageal reflux disease (GORD),"If your symptoms don’t get better despite trying self-help measures and over-the-counter medicines, your GP may prescribe a PPI. These work by reducing the amount of acid produced by your stomach.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/,gastrooesophageal reflux disease gord,G,Gastro-oesophageal reflux disease (GORD)
Genital herpes,"As there’s no screening test for herpes, partners should only have a test if they also have symptoms.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,spots or red bumps around the genital area,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"flu-like symptoms, backache, headache and a temperature",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"If you do get symptoms, it takes usually 2 to 12 days after contact for them to appear. Some people don’t get symptoms until months or sometimes years later.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"pain inside the vagina, head of penis or anus",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,Sometimes herpes can be passed on when your sexual partner has no visible sores or symptoms. This is because the virus can become active on the skin without causing any visible blisters or sores. This is sometimes called ‘asymptomatic shedding’.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"If you have a recurrent infection, your symptoms may include:",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"If you have visible blisters, your doctor or nurse may take a swab for testing. This is to check if it’s herpes and what type. The swab can also test for another STI which causes blisters called syphilis.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,vaginal discharge,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,Symptoms of recurrent genital herpes will usually clear up without any treatment.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"The symptoms of genital herpes can be treated, although it could keep coming back.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"painful red blisters, which soon burst to leave ulcers",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,a tingling or burning sensation before blisters appear,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"mild swelling of the lymph glands in the groin, armpits and neck",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,fever,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,pain peeing or being unable to pee,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,Most people with the herpes virus don’t notice any symptoms and don’t know they have it. So it’s important to get tested if you think you’re infected.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,Symptoms of the first infection include:,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"Very rarely, herpes is passed to a newborn baby during childbirth. This is only likely to happen if a mother has her first episode of herpes after week 26 of the pregnancy. When women have had herpes longer than three months, normal delivery is expected even if there are symptoms at the time of delivery.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,Genital herpes causes painful blisters and sores on and around the genitals. It can also sometimes cause problems if you have it for the first time during pregnancy.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Genital herpes,"Your doctor or nurse may be able to diagnose by looking at symptoms such as blisters, sores and ulcers.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,genital herpes,G,Genital herpes
Managing genital symptoms,There are many causes of pain in the lower tummy. For example issues of the bowel or urinary tract and many gynaecological conditions.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Managing genital symptoms,"Milder cases can be diagnosed and treated by your GP. If you’re worried about your symptoms, you could also contact your local sexual health service for advice.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Managing genital symptoms,Having multiple genital ulcers could indicate genital herpes which is the same virus that causes cold sores.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Managing genital symptoms,Symptoms can be caused by a variety of natural changes in your body as well as infections that are not sexually transmitted.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Managing genital symptoms,"Herpes is an extremely common virus. It sometimes causes symptoms which are mostly self-limiting. This means your immune system will deal with this itself, but it can take a few days for symptoms to settle.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Managing genital symptoms,Not all symptoms that you may experience around your genitals are caused by a sexually transmitted infection (STI).,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/,managing genital symptoms,M,Managing genital symptoms
Genital warts,scarring,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,wound infection,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,surgery,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,bleeding,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,cream or liquid,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,freezing,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,"unprotected vaginal, anal, or oral sex (sex without a condom)",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,sharing sex toys with an infected person,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,"The HPV vaccination will reduce your risk of getting HPV virus which causes warts. However, it doesn’t treat warts once you have them.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Genital warts,"They don’t usually cause symptoms but can sometimes be painful, itchy or bleed.",https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/,genital warts,G,Genital warts
Germ cell tumours,feeling sick (nausea) and being sick (vomiting),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,The symptoms depend on where the tumour develops. Usually it starts with a lump that can either be felt or causes other symptoms.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,"Treatment often causes side effects, and your child’s doctor will discuss these with you before treatment starts. The operation your child has will be individually planned to try to reduce any possible problems. The surgeon and specialist nurse will discuss this with you.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,tiredness,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,bruising and bleeding,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,hair loss,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,increased risk of infection,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Germ cell tumours,The cause of germ cell tumours is unknown but research into the causes of different cancers is ongoing.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/,germ cell tumours,G,Germ cell tumours
Glandular fever,"Complete this guide to assess your symptoms and find out if you should visit A&E, your GP, pharmacist or treat your condition at home.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,Symptoms of glandular fever are thought to take around 1 to 2 months to develop after infection with the Epstein-Barr virus (EBV).,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,Read more about the symptoms of glandular fever.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"To diagnose glandular fever, your GP will first ask about your symptoms before carrying out a physical examination. They’ll look for signs of glandular fever, such as swollen glands, tonsils, liver and spleen.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,It’s therefore very important to avoid these activities for at least a month after the symptoms of glandular fever begin.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"While there is little your GP can do in terms of treatment, they can provide advice and support to help you control your symptoms and reduce the risk of passing the infection on to others.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"However, there is a chance of the virus periodically becoming reactivated, which may mean it re-enters the saliva. This reactivation may be without any symptoms, or it may cause symptoms to recur for a short time.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"For the first month after your symptoms begin, avoid contact sports or activities that put you at risk of falling. This is because you may have a swollen spleen that it’s more vulnerable to damage, and a sudden knock could cause it to burst (rupture).",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,severe anaemia (a lack of oxygen-carrying red blood cells),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,These symptoms can be a sign of a complication of glandular fever that may need to be treated in hospital.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,Some of these symptoms may develop a few days before the main symptoms mentioned above.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"Fatigue is the most persistent symptom and often lasts a few weeks, although some people may feel persistently fatigued for several months after the other symptoms have passed.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"If you have these symptoms, you may need to be looked after in hospital for a few days.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"In most cases, the reduction in the number of blood cells is small and only causes mild symptoms. These problems should get better by themselves within a few weeks or months.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,There is no cure for glandular fever. But there are simple treatments and measures that can help reduce the symptoms while you wait for your body to control the infection.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,breathing difficulties as a result of the tonsils becoming significantly swollen,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"While there is little your GP can do in terms of treatment other than provide advice and support, blood tests may be needed to rule out less common but more serious causes of your symptoms, such as hepatitis (a viral infection that affects the liver).",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,exposure to coughs and sneezes,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,getting plenty of rest and gradually increasing your activity as your energy levels improve,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
Glandular fever,"EBV may be found in the saliva of someone who has had glandular fever for several months after their symptoms pass, and some people may continue to have the virus in their saliva on and off for years.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,glandular fever,G,Glandular fever
